url,category_code,category_description,date_added,source,notes,
who.int/emergencies/diseases/novel-coronavirus-2019,PUBH,Public Health,2020-02-04,OONI,coronavirus,
who.int/health-topics/hiv-aids,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2020-02-04,
wiesenthal.com,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wikia.com/fandom,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wikipedia.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wikispaces.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wiktionary.org,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
winespectator.com,ALDR,Alcohol & Drugs,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wix.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wluml.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wmtransfer.com,COMM,E-commerce,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wnd.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
womensmediacenter.com,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
womensmediapool.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
womenwarpeace.org,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wordreference.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wordreference.com/enfr/test,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldbank.org,ECON,Economics,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldhealth.net,PUBH,Public Health,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldjewishcongress.org,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldlingo.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldlingo.com/en/products_services/worldlingo_translator.html,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldrtd.net,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldwildlife.org,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xbox.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xenu.net,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xinhuanet.com,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xroxy.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldrtd.net,HUMR,Human Rights Issues,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
worldwildlife.org,ENV,Environment,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
wzo.org.il,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xbox.com,GAME,Gaming,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xfocus.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xinhua.org,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xroxy.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xvideos.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-08-05,
xxlmag.com,CULTR,Culture,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
yahoo.com,SRCH,Search Engines,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
ymca.int,REL,Religion,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
yola.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
youporn.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
youtube.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
zeit.de,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
zensur.freerk.com,ANON,Anonymization and circumvention tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
zone-h.org,HACK,Hacking Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
zzn.com,COMT,Communication Tools,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
www3.iaisite.org,MILX,Terrorism and Militants,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xanga.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xhamster.com,PORN,Pornography,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
xxx.lanl.gov,NEWS,News Media,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
yelp.com,GRP,Social Networking,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
imageshack.com,MMED,Media sharing,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
bbc.com,NEWS,News Media,2017-07-19,OONI,,
bbc.co.uk,NEWS,News Media,2017-07-19,OONI,,
zoomshare.com,HOST,Hosting and Blogging Platforms,2014-04-15,citizenlab,Updated by OONI on 2017-02-14,
opentech.fund,HUMR,Human Rights Issues,2017-09-26,OONI,,
womenonwaves.org,HUMR,Human Rights Issues,2017-10-26,OONI,,
womenonweb.org,HUMR,Human Rights Issues,2017-10-26,OONI,,
amp.cloudflare.com/v0/amp-iframe-0.1.js,HOST,Hosting and Blogging Platforms,2018-02-08,OONI,AMP is reportedly blocked in EG: cpj.org/amp/028977.html,
cdn.ampproject.org/v0/amp-iframe-0.1.js,HOST,Hosting and Blogging Platforms,2018-02-08,OONI,AMP is reportedly blocked in EG: cpj.org/amp/028977.html,
bing-amp.com/v0/amp-iframe-0.1.js,HOST,Hosting and Blogging Platforms,2018-10-16,David Fifield,Microsoft's AMP cache: amphtml.wordpress.com/2018/09/19/introducing-bing-amp-viewer-and-bing-amp-cache,
uber.com,COMM,E-commerce,2018-02-13,OONI,Reportedly blocked in Argentina,
pastebin.com,HOST,Hosting and Blogging Platforms,2017-02-12,Anonymous,Often blocked website,
getoutline.org,ANON,Anonymization and circumvention tools,2018-04-06,Duplika,,
fteproxy.org,ANON,Anonymization and circumvention tools,2018-05-21,Community member,,
thegeekdiary.com,HACK,Hacking Tools,2018-05-21,Community member,,
dns.google.com,HOST,Hosting and Blogging Platforms,2018-05-02,OONI,,
1.1.1.1/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2018-10-16,David Fifield,Cloudflare DNS over HTTPS, query is for example.com. developers.cloudflare.com/1.1.1.1/dns-over-https/wireformat/#using-get
1.0.0.1/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2018-10-16,David Fifield,Cloudflare DNS over HTTPS, query is for example.com. developers.cloudflare.com/1.1.1.1/dns-over-https/wireformat/#using-get
dns.quad9.net/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2018-10-16,David Fifield,Quad9 DNS over HTTPS, query is for example.com. quad9.com/doh-quad9-dns-servers
9.9.9.9/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2018-10-16,David Fifield,Quad9 DNS over HTTPS, query is for example.com. quad9.com/doh-quad9-dns-servers
soundcloud.com,CULTR,Culture,2018-07-23,OONI,,
signal.org,COMT,Communication Tools,2018-04-19,OONI,,
tunnelbear.com,ANON,Anonymization and circumvention tools,2018-04-19,OONI,,
vice.com/en_us,NEWS,News Media,2018-06-08,RSF,,
tytnetwork.com,NEWS,News Media,2018-06-08,RSF,,
nbc.com,NEWS,News Media,2018-06-08,RSF,,
abc.go.com,NEWS,News Media,2018-06-08,RSF,,
threema.ch,ANON,Anonymization and circumvention tools,2018-08-01,OONI,,
wickr.com,ANON,Anonymization and circumvention tools,2018-08-01,OONI,,
commons.wikimedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
en.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
de.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
ru.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
fr.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
ca.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
es.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
zh.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
ja.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
it.wikipedia.org,CULTR,Culture,2018-07-06,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
cloudflare-dns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,HOST,Hosting and Blogging Platforms,2018-10-16,David Fifield,Cloudflare DNS over HTTPS, query is for example.com: developers.cloudflare.com/1.1.1.1/dns-over-https/wireformat/#using-get
bbc.com/news,NEWS,News Media,2018-07-25,OONI,,
dw.com/en,NEWS,News Media,2018-09-13,OONI,,
betternet.co,ANON,Anonymization and circumvention tools,2018-09-18,DefendDefenders,,
getoutline.org,ANON,Anonymization and circumvention tools,2018-09-18,DefendDefenders,,
securityinabox.org,ANON,Anonymization and circumvention tools,2018-09-18,DefendDefenders,,
hangouts.google.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
snapchat.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
truecaller.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
allo.google.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
viber.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
line.me,COMT,Communication Tools,2018-09-18,DefendDefenders,,
stealthchat.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
icq.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
tinder.com,GRP,Social Networking,2018-09-18,DefendDefenders,,
meetme.com,GRP,Social Networking,2018-09-18,DefendDefenders,,
ifacetimeapp.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
messages.android.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
messenger.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
textra.me,COMT,Communication Tools,2018-09-18,DefendDefenders,,
web.wechat.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
secure.hi5.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
go-text.me,COMT,Communication Tools,2018-09-18,DefendDefenders,,
talkyou.me,COMT,Communication Tools,2018-09-18,DefendDefenders,,
lovoo.com,DATE,Online Dating,2018-09-18,DefendDefenders,,
getdrupe.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
imo.im,COMT,Communication Tools,2018-09-18,DefendDefenders,,
magicjack.com,COMT,Communication Tools,2018-09-18,DefendDefenders,,
badoo.com,GRP,Social Networking,2018-09-18,DefendDefenders,,
hitwe.com,GRP,Social Networking,2018-09-18,DefendDefenders,,
sayhichat.com,GRP,Social Networking,2018-09-18,DefendDefenders,,
ipair.com,DATE,Online Dating,2018-09-18,DefendDefenders,,
urduvoa.com,NEWS,News Media,2018-12-05,OONI,,
out.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT magazine,
advocate.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT magazine,
lgbtqnation.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT news site,
gaystarnews.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT news site,
instinctmagazine.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT magazine,
thetrevorproject.org,LGBT,LGBT,2019-01-14,citizenlab,LGBT crisis intervention organization,
shoe.org,LGBT,LGBT,2019-01-14,citizenlab,Lesbian community website,
glsen.org,LGBT,LGBT,2019-01-14,citizenlab,Gay Lesbian and Straight Education Network,
lambdalegal.org,LGBT,LGBT,2019-01-14,citizenlab,LGBT legal organization,
pflag.org,LGBT,LGBT,2019-01-14,citizenlab,LGBT family organization,
itgetsbetter.org,LGBT,LGBT,2019-01-14,citizenlab,LGBT support organization,
lgbtnewsnow.org,LGBT,LGBT,2019-01-14,citizenlab,LGBT News site,
lalgbtcenter.org,LGBT,LGBT,2019-01-14,citizenlab,Los Angeles LGBT Center,
transequality.org,LGBT,LGBT,2019-01-14,citizenlab,National Center for Transgender Equality,
nclrights.org,LGBT,LGBT,2019-01-14,citizenlab,National Center for Lesbian Rights,
amnestyusa.org/the-state-of-lgbt-rights-worldwide,LGBT,LGBT,2019-01-14,citizenlab,Amnesty International State of LGBT rights worldwide,
unfe.org,LGBT,LGBT,2019-01-14,citizenlab,UN Free and Equal campaign,
lgbtmap.org,LGBT,LGBT,2019-01-14,citizenlab,Movement Advancement Project,
gaymenshealth.org,LGBT,LGBT,2019-01-14,citizenlab,Gay Men's Health Services,
newnownext.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT news site,
thegailygrind.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT news site,
nostraightnews.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT news site,
lgbtglobalfaith.org,LGBT,LGBT,2019-01-14,citizenlab,Global Faith and Justice Project,
mombian.com,LGBT,LGBT,2019-01-14,citizenlab,Lesbian parenting website,
bicommunitynews.co.uk,LGBT,LGBT,2019-01-14,citizenlab,British Bisexual Magazine,
transparentgender.com,LGBT,LGBT,2019-01-14,citizenlab,Transparent Gender blog,
lgbtvacationplanners.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT vacation planning agency,
ilga-europe.org,LGBT,LGBT,2019-01-14,citizenlab,European LGBT advocacy group,
kaleidoscopetrust.com,LGBT,LGBT,2019-01-14,citizenlab,Kaleidoscope trust LGBT advocacy group,
stonewall.org.uk,LGBT,LGBT,2019-01-14,citizenlab,LGBT rights organization,
hornet.com,LGBT,LGBT,2019-01-14,citizenlab,LGBT social networking app,
wikidata.org,CULTR,Culture,2019-02-19,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
ar.wikipedia.org,CULTR,Culture,2019-02-19,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
ar.m.wikipedia.org,CULTR,Culture,2019-02-19,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
en.m.wikipedia.org,CULTR,Culture,2019-02-19,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
es.m.wikipedia.org,CULTR,Culture,2019-02-19,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
pt.m.wikipedia.org,CULTR,Culture,2019-02-19,Wikimedia,URLs provided by wikipedia based on the most popular language domains per country,
mitm.watch,ANON,Anonymization and circumvention tools,2019-03-20,magma,This site detects encryption-removing MITM using logic from NDSS17 interception paper,
credibilitycoalition.org,CULTR,Culture,2019-04-19,OONI,Reportedly inaccessible on WE in Egypt (but probably worth testing globally),
black.riseup.net,ANON,Anonymization and circumvention tools,2019-04-26,LEAP,,
gitlab.com,HOST,Hosting and Blogging Platforms,2019-07-17,chelchela,,
dl.bintray.com/jfrog/xray,HOST,Hosting and Blogging Platforms,2019-07-17,chelchela,,
upload.twitter.com,GRP,Social Networking,2019-07-17,chelchela,,
pbs.twimg.com,GRP,Social Networking,2019-07-17,chelchela,,
video.twimg.com,GRP,Social Networking,2019-07-17,chelchela,,
abs.twimg.com,GRP,Social Networking,2019-07-17,chelchela,,
doubleclick.net,COMM,E-commerce,2017-03-02,CIPIT,,
opera.com,COMT,Communication Tools,2017-03-09,CIPIT,,
savefrom.net,FILE,File-sharing,2017-03-02,CIPIT,,
stackexchange.com,HOST,Hosting and Blogging Platforms,2017-03-09,CIPIT,,
stackoverflow.com,HOST,Hosting and Blogging Platforms,2017-03-02,CIPIT,,
w3schools.com,CULTR,Culture,2017-03-09,CIPIT,,
wikihow.com,CULTR,Culture,2017-03-02,CIPIT,,
xda-developers.com,HOST,Hosting and Blogging Platforms,2017-03-09,CIPIT,,
xe.com,COMM,E-commerce,2017-03-09,CIPIT,,
bintray.com,FILE,File-sharing,2017-05-16,ASL19,,
bitbucket.org,HOST,Hosting and Blogging Platforms,2017-05-16,ASL19,,
privateinternetaccess.com,ANON,Anonymization and circumvention tools,2019-09-11,OONI,Reportedly blocked in Hong Kong,
protonvpn.com,ANON,Anonymization and circumvention tools,2019-09-11,OONI,,
antivigilancia.org,HUMR,Human Rights Issues,2019-09-14,OONI,Covering surveillance and privacy issues in Latin America,
myabortionstory.tumblr.com,XED,Sex Education,2019-09-05,OONI,,
vesselthefilm.com,XED,Sex Education,2019-09-05,OONI,,
reproductiverights.org,XED,Sex Education,2019-09-05,OONI,,
aidaccess.org,XED,Sex Education,2019-09-05,OONI,,
omct.org,HUMR,Human Rights Issues,2019-09-16,OONI,,
worldcoalition.org,HUMR,Human Rights Issues,2019-09-16,OONI,,
globalr2p.org,HUMR,Human Rights Issues,2019-09-16,OONI,,
digital.globalclimatestrike.net,ENV,Environment,2019-09-16,OONI,,
allout.org,LGBT,LGBT,2019-09-16,OONI,,
worldpulse.com,GRP,Social Networking,2019-09-16,OONI,Social network connecting women worldwide for change,
globalpressjournal.com,NEWS,News Media,2019-09-16,OONI,,
use-application-dns.net,HOST,Hosting and Blogging Platforms,2019-09-09,David Fifield,NXDOMAIN indicates overt DNS filtering: support.mozilla.org/en-US/kb/configuring-networks-disable-dns-over-https,
archive.is,HOST,Hosting and Blogging Platforms,2019-08-30,chelchela,,
wfp.org,IGO,Intergovernmental Organizations,2019-09-25,OONI,,
persecution.org,REL,Religion,2019-09-25,OONI,,
isa.org.jm,IGO,Intergovernmental Organizations,2019-09-25,OONI,,
ifc.org,ECON,Economics,2019-09-25,OONI,,
ibe.unesco.org,IGO,Intergovernmental Organizations,2019-09-25,OONI,,
iaea.org,ENV,Environment,2019-09-25,OONI,,
aljazeera.com,NEWS,News Media,2019-09-19,OONI,,
comohacerseunaborto.com,XED,Sex Education,2019-10-17,OONI,Abortion site for Latin America,
en.wikipedia.org/wiki/List_of_LGBT_awareness_periods,LGBT,LGBT,2019-11-18,OutRight International,,
ohchr.org/en/issues/sexualorientationgender/pages/index.aspx,LGBT,LGBT,2019-11-18,OutRight International,,
en.wikipedia.org/wiki/Sex_and_gender_distinction,LGBT,LGBT,2019-11-18,OutRight International,,
ecequality.org,LGBT,LGBT,2019-11-18,OutRight International,,
pridemedia.com,LGBT,LGBT,2019-11-18,OutRight International,,
haaretz.com/life/five-films-you-have-to-see-at-tel-aviv-s-international-lgbt-film-festival-1.7338266,LGBT,LGBT,2019-11-18,OutRight International,,
pridesource.com/article/top-10-international-lgbt-stories-of-2018,LGBT,LGBT,2019-11-18,OutRight International,,
familyequality.org/events/international-family-equality-day,LGBT,LGBT,2019-11-18,OutRight International,,
internationalfamilyequalityday.org,LGBT,LGBT,2019-11-18,OutRight International,,
tdov.org,LGBT,LGBT,2019-11-18,OutRight International,,
cfr.org/backgrounder/same-sex-marriage-global-comparisons,LGBT,LGBT,2019-11-18,OutRight International,,
theglobalobservatory.org/2019/07/mandate-renewal-independent-expert-sogi-at-risk,LGBT,LGBT,2019-11-18,OutRight International,,
unwomen.org/en/news/stories?topic=f8c6fb042b184dd482c36bf10173a6aa,LGBT,LGBT,2019-11-18,OutRight International,,
unwomen.org/en/news/stories/2019/5/compilation-lgbti-activists-to-know,LGBT,LGBT,2019-11-18,OutRight International,,
equal-eyes.org,LGBT,LGBT,2019-11-18,OutRight International,,
arc-international.net,LGBT,LGBT,2019-11-18,OutRight International,,
eurobicon.org,LGBT,LGBT,2019-11-18,OutRight International,,
etherscan.io,COMM,E-commerce,2019-12-04,OONI,blocked in china according to coindesk.com/chinas-internet-firewall-has-blocked-access-to-ethereum-block-explorer-etherscan-io,
dns.google,HOST,Hosting and Blogging Platforms,2019-12-04,Chelchela,,
slate.com,NEWS,News Media,2020-01-08,OONI,,
getintra.org,ANON,Anonymization and circumvention tools,2020-02-03,OONI,,
caixinglobal.com/2020/coronavirus,PUBH,Public Health,2020-02-04,OONI,coronavirus,
gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6,PUBH,Public Health,2020-02-04,Community member,coronavirus,
tutanota.com,COMT,Communication Tools,2020-02-04,OONI,,
uproxy.org,ANON,Anonymization and circumvention tools,2020-02-16,tomacat,,
getlantern.org,ANON,Anonymization and circumvention tools,2020-02-16,tomacat,,
massbrowser.cs.umass.edu,ANON,Anonymization and circumvention tools,2020-02-16,tomacat,,
searx.me,SRCH,Search Engines,2020-02-16,tomacat,,
search.privacytools.io,SRCH,Search Engines,2020-02-16,tomacat,,
joinmastodon.org,GRP,Social Networking,2020-02-16,tomacat,,
mastodon.cloud,GRP,Social Networking,2020-02-16,tomacat,,
mastodon.host,GRP,Social Networking,2020-02-16,tomacat,,
mastodon.sdf.org,GRP,Social Networking,2020-02-16,tomacat,,
mastodon.social,GRP,Social Networking,2020-02-16,tomacat,,
mastodon.xyz,GRP,Social Networking,2020-02-16,tomacat,,
mstdn.io,GRP,Social Networking,2020-02-16,tomacat,,
mstdn.jp,GRP,Social Networking,2020-02-16,tomacat,,
pixelfed.social,GRP,Social Networking,2020-02-16,tomacat,,
ftchinese.com,NEWS,News Media,2020-02-16,tomacat,,
sputniknews.cn,NEWS,News Media,2020-02-16,tomacat,,
dailysabah.com,NEWS,News Media,2020-02-16,tomacat,,
dailymail.co.uk,NEWS,News Media,2020-02-16,tomacat,,
economist.com,NEWS,News Media,2020-02-16,tomacat,,
theatlantic.com,NEWS,News Media,2020-02-16,tomacat,,
nbcnews.com,NEWS,News Media,2020-02-16,tomacat,,
worldometers.info/coronavirus,PUBH,Public Health,2020-02-22,Chelchela,coronavirus,
briarproject.org,COMT,Communication Tools,2020-03-17,thainetizen,Peer-to-peer encrypted messaging and forums,
76crimes.com,LGBT,LGBT,2020-03-19,OONI,,
coronavirus.jhu.edu/map.html,PUBH,Public Health,2020-03-21,OONI,coronavirus,
experience.arcgis.com/experience/685d0ace521648f8a5beeeee1b9125cd,PUBH,Public Health,2020-03-21,OONI,coronavirus,
healthmap.org/covid-19,PUBH,Public Health,2020-03-21,OONI,coronavirus,
hgis.uw.edu/virus,PUBH,Public Health,2020-03-21,OONI,coronavirus,
nssac.bii.virginia.edu/covid-19/dashboard,PUBH,Public Health,2020-03-21,OONI,coronavirus,
app.developer.here.com/coronavirus,PUBH,Public Health,2020-03-21,OONI,coronavirus,
apps.crowdtangle.com/public-hub/covid19,PUBH,Public Health,2020-03-21,OONI,coronavirus,
google.org/crisisresponse/covid19-map,PUBH,Public Health,2020-03-21,OONI,coronavirus,
bing.com/covid,PUBH,Public Health,2020-03-21,OONI,coronavirus,
covidtracking.com,PUBH,Public Health,2020-03-21,OONI,coronavirus,
kff.org/global-health-policy/fact-sheet/coronavirus-tracker,PUBH,Public Health,2020-03-21,OONI,coronavirus,
storymaps.arcgis.com/stories/4fdc0d03d3a34aa485de1fb0d2650ee0,PUBH,Public Health,2020-03-21,OONI,coronavirus,
projectbaseline.com/study/covid-19,PUBH,Public Health,2020-03-21,OONI,coronavirus,
en.wikipedia.org/wiki/2019%E2%80%9320_coronavirus_pandemic,PUBH,Public Health,2020-03-21,OONI,coronavirus,
cdc.gov/coronavirus/2019-ncov/cases-updates/world-map.html,PUBH,Public Health,2020-03-21,OONI,coronavirus,
euro.who.int/en/health-topics/health-emergencies/coronavirus-covid-19,PUBH,Public Health,2020-03-21,OONI,coronavirus,
ecdc.europa.eu/en/geographical-distribution-2019-ncov-cases,PUBH,Public Health,2020-03-21,OONI,coronavirus,
nytimes.com/interactive/2020/world/coronavirus-maps.html,PUBH,Public Health,2020-03-21,OONI,coronavirus,
multimedia.scmp.com/infographics/news/china/article/3047038/wuhan-virus/index.html?src=article-launcher,PUBH,Public Health,2020-03-21,OONI,coronavirus,
nbcnewyork.com/news/national-international/map-watch-the-coronavirus-cases-spread-across-the-world/2303276,PUBH,Public Health,2020-03-21,OONI,coronavirus,
nextstrain.org/ncov,PUBH,Public Health,2020-03-21,OONI,coronavirus,
coronavirus.app,PUBH,Public Health,2020-03-27,magma,coronavirus, Blocked in PT: revolucaodosbytes.pt/a-nos-e-o-bloqueio-de-dominios-legitimos
coronavirus-map.com,PUBH,Public Health,2020-03-27,magma,coronavirus, Blocked in PT: revolucaodosbytes.pt/a-nos-e-o-bloqueio-de-dominios-legitimos
bit.ly,HOST,Hosting and Blogging Platforms,2020-03-27,magma,Blocked in PT: revolucaodosbytes.pt/nos-bloqueia-bit-ly,
bitly.com,HOST,Hosting and Blogging Platforms,2020-03-27,magma,,
discord.gg,COMT,Communication Tools,2020-03-27,magma,Blocked in PT: revolucaodosbytes.pt/a-nos-e-o-bloqueio-de-dominios-legitimos,
discordapp.com,COMT,Communication Tools,2020-03-27,magma,,
bbc.com/news/world-51235105,PUBH,Public Health,2020-04-01,citizenlab,coronavirus,
icao.maps.arcgis.com/apps/webappviewer3d/index.html?id=d9d3f8fa9a23425c8f0889baab626186,PUBH,Public Health,2020-04-01,citizenlab,coronavirus,
icao.maps.arcgis.com/apps/opsdashboard/index.html#/977dde48256b489fb48fa98e724721e8,PUBH,Public Health,2020-04-01,citizenlab,coronavirus,
help.unhcr.org,HUMR,Human Rights Issues,2020-04-01,OONI,URL shared by community member,
infomigrants.net,HUMR,Human Rights Issues,2020-04-01,OONI,URL shared by community member,
zanzu.nl,XED,Sex Education,2020-04-01,OONI,URL shared by community member,
europedatingonline.com,DATE,Online Dating,2020-04-01,OONI,URL shared by community member,
monife.com,DATE,Online Dating,2020-04-01,OONI,URL shared by community member,
pinkcupid.com,LGBT,LGBT,2020-04-01,OONI,URL shared by community member,
freespeechdebate.com,POLR,Political Criticism,2020-04-01,OONI,URL shared by community member,
yandex.com,COMT,Communication Tools,2020-04-01,OONI,URL shared by community member,
eea.europa.eu,ENV,Environment,2020-04-01,OONI,URL shared by community member,
quora.com,COMT,Communication Tools,2020-04-01,OONI,URL shared by community member,
patreon.com,GRP,Social Networking,2020-04-01,OONI,URL shared by community member,
meetup.com,GRP,Social Networking,2020-04-01,OONI,URL shared by community member,
goodreads.com,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
swift.org,HACK,Hacking Tools,2020-04-01,OONI,URL shared by community member,
int.soccerway.com,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
livestream.com,MMED,Media sharing,2020-04-01,OONI,URL shared by community member,
trendsmap.com,GRP,Social Networking,2020-04-01,OONI,URL shared by community member,
blockchain.com,HACK,Hacking Tools,2020-04-01,OONI,URL shared by community member,
ushareit.com,MMED,Media sharing,2020-04-01,OONI,URL shared by community member,
shazam.com,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
shadowsocks.org,ANON,Anonymization and circumvention tools,2020-04-01,OONI,URL shared by community member,
health.com,PUBH,Public Health,2020-04-01,OONI,URL shared by community member,
musixmatch.com,CULTR,Culture,2020-04-01,OONI,URL shared by community member,
genymotion.com,HACK,Hacking Tools,2020-04-01,OONI,URL shared by community member,
